1.0,50.0,1.0,1.0,37.671778,-121.01249,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,1.0,2.0,2.0,42.518635,-83.16357,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0
1.0,25.0,3.0,1.0,37.801028,-122.43836,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,25.0,291.0,1.0,32.740900,-117.24434,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,25.0,5.0,3.0,13.480000,144.77000,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,25.0,6.0,45.0,33.752856,-84.39013,6.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
1.0,35.0,7.0,19.0,38.757924,-77.15284,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,35.0,8.0,5.0,37.701997,-97.28114,15.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
1.0,18.0,9.0,1.0,34.208837,-118.87348,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
1.0,25.0,10.0,21.0,33.990555,-80.99826,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
2.0,25.0,11.0,7.0,33.507110,-112.08483,9.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0
1.0,35.0,12.0,10.0,43.080399,-73.77038,10.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0
1.0,18.0,11.0,7.0,33.507110,-112.08483,4.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0
1.0,18.0,13.0,1.0,33.806965,-117.92594,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0
1.0,25.0,14.0,8.0,44.875997,-93.37021,11.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,25.0,15.0,9.0,40.666552,-74.11768,19.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,25.0,16.0,11.0,39.188859,-84.45798,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0
1.0,25.0,17.0,10.0,40.864166,-73.88881,13.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
1.0,18.0,18.0,12.0,43.593523,-116.19903,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,18.0,19.0,13.0,43.074296,-89.40774,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,25.0,20.0,8.0,44.913815,-93.17459,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
2.0,18.0,21.0,10.0,42.449454,-76.49685,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
1.0,18.0,22.0,14.0,43.823008,-69.66661,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
1.0,35.0,205.0,5.0,38.932303,-95.22513,10.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
1.0,25.0,14.0,8.0,44.903864,-93.37056,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,25.0,324.0,1.0,32.638654,-117.06686,13.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0
1.0,18.0,25.0,34.0,39.731286,-104.98306,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,18.0,26.0,16.0,40.114931,-88.24322,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
1.0,18.0,27.0,14.0,44.554965,-69.61297,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
1.0,25.0,28.0,10.0,40.798502,-73.96811,6.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
1.0,35.0,29.0,17.0,42.343080,-71.09268,11.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
1.0,18.0,20.0,8.0,44.928315,-93.08876,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
2.0,18.0,30.0,18.0,34.771024,-92.37117,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,25.0,14.0,8.0,45.019315,-93.24304,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
1.0,18.0,20.0,8.0,44.804548,-93.19871,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2.0,35.0,14.0,8.0,44.938615,-93.22082,5.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0
1.0,25.0,20.0,8.0,45.076365,-93.19335,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
1.0,18.0,14.0,8.0,44.971965,-93.23588,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
1.0,18.0,31.0,13.0,44.043984,-88.53528,5.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0
1.0,18.0,32.0,8.0,45.247509,-93.41800,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
1.0,18.0,33.0,11.0,40.070985,-82.52134,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
1.0,18.0,19.0,13.0,43.073395,-89.45049,19.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,25.0,20.0,8.0,44.934465,-93.16554,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
1.0,18.0,20.0,8.0,44.935315,-93.12049,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
1.0,18.0,34.0,13.0,44.829610,-91.50521,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
2.0,18.0,14.0,8.0,45.014764,-93.33965,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0
1.0,25.0,35.0,8.0,44.953763,-93.43346,16.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
1.0,25.0,20.0,8.0,44.921982,-92.94234,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2.0,18.0,36.0,19.0,38.843466,-77.08973,16.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0
1.0,25.0,37.0,20.0,35.915083,-79.02939,13.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
1.0,18.0,19.0,13.0,43.078646,-89.37727,1.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0
1.0,45.0,38.0,22.0,30.206922,-81.54604,7.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0
1.0,25.0,39.0,23.0,29.690230,-95.43474,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
1.0,25.0,40.0,16.0,41.825520,-88.19452,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
1.0,25.0,41.0,23.0,32.786430,-96.81992,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0
1.0,18.0,39.0,23.0,29.717529,-95.42821,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0
1.0,35.0,42.0,9.0,40.132784,-74.71778,11.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0
1.0,35.0,43.0,24.0,39.027259,-77.07745,11.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0
1.0,45.0,44.0,25.0,30.278600,-92.02759,10.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0
1.0,25.0,231.0,19.0,38.864669,-77.18781,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
1.0,18.0,20.0,8.0,44.896938,-92.90241,10.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
1.0,25.0,46.0,22.0,27.291694,-80.29691,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
2.0,25.0,47.0,10.0,42.535276,-79.16539,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
2.0,25.0,48.0,7.0,33.436767,-111.64338,5.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
1.0,25.0,3.0,1.0,37.758434,-122.43512,13.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0
1.0,18.0,65.0,23.0,32.242816,-98.21058,4.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0
1.0,18.0,50.0,26.0,34.613973,-98.46255,5.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0
1.0,25.0,48.0,7.0,33.436767,-111.64338,9.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,25.0,51.0,1.0,37.269343,-121.84939,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0
1.0,35.0,52.0,23.0,31.848055,-106.54487,11.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0
1.0,18.0,36.0,23.0,32.721632,-97.14698,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,18.0,53.0,27.0,47.450321,-122.27472,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
2.0,35.0,54.0,28.0,42.169751,-122.61772,15.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0
1.0,25.0,55.0,14.0,44.094773,-70.19141,16.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0
1.0,1.0,19.0,13.0,43.036696,-89.44499,17.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,18.0,56.0,1.0,36.935552,-121.77972,17.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0
2.0,25.0,282.0,28.0,44.060920,-123.08275,3.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0
1.0,18.0,57.0,27.0,47.166320,-122.50844,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0
1.0,18.0,58.0,19.0,38.026342,-78.53480,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0
1.0,18.0,59.0,46.0,36.129822,-105.66493,17.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
1.0,50.0,60.0,27.0,48.497601,-121.70018,20.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0
1.0,25.0,61.0,19.0,38.426786,-78.88153,10.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0
1.0,25.0,53.0,27.0,47.671346,-122.34166,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,18.0,62.0,1.0,33.181543,-117.11136,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
1.0,25.0,64.0,1.0,33.934513,-117.95159,5.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0
1.0,18.0,65.0,23.0,32.242816,-98.21058,16.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
2.0,1.0,66.0,9.0,40.575503,-74.35781,2.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0
1.0,45.0,28.0,10.0,40.786387,-73.97709,9.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0
